"Validity start date of territory hierarchy","Numeric TIS-code of higher level territory","Validity start date of higher level territory","Numeric TIS-code of lower level territory","Validity start date of lower level territory","Validity end date of territory hierarchy"
1000/1/1 00:00:00,2134,1000/1/1 00:00:00,2103,1000/1/1 00:00:00,3999/12/31 00:00:00
1000/1/1 00:00:00,2136,1000/1/1 00:00:00,2100,1000/1/1 00:00:00,3999/12/31 00:00:00
1000/1/1 00:00:00,2136,1000/1/1 00:00:00,2101,1000/1/1 00:00:00,3999/12/31 00:00:00
1000/1/1 00:00:00,2136,1000/1/1 00:00:00,2106,1000/1/1 00:00:00,3999/12/31 00:00:00
1000/1/1 00:00:00,2136,1000/1/1 00:00:00,2120,1000/1/1 00:00:00,3999/12/31 00:00:00
1000/1/1 00:00:00,2136,1000/1/1 00:00:00,2130,1000/1/1 00:00:00,3999/12/31 00:00:00
1931/1/1 00:00:00,2114,1931/1/1 00:00:00,124,1000/1/1 00:00:00,3999/12/31 00:00:00
1931/1/1 00:00:00,2114,1931/1/1 00:00:00,826,1000/1/1 00:00:00,3999/12/31 00:00:00
1931/1/1 00:00:00,2114,1931/1/1 00:00:00,2115,1931/1/1 00:00:00,3999/12/31 00:00:00
1931/1/1 00:00:00,2114,1931/1/1 00:00:00,2116,1931/1/1 00:00:00,3999/12/31 00:00:00
1931/1/1 00:00:00,2114,1931/1/1 00:00:00,2117,1931/1/1 00:00:00,3999/12/31 00:00:00
1931/1/1 00:00:00,2116,1931/1/1 00:00:00,344,1000/1/1 00:00:00,1997/6/30 00:00:00
1931/1/1 00:00:00,2117,1931/1/1 00:00:00,36,1000/1/1 00:00:00,3999/12/31 00:00:00
1931/1/1 00:00:00,2117,1931/1/1 00:00:00,554,1000/1/1 00:00:00,3999/12/31 00:00:00
1947/1/1 00:00:00,2116,1931/1/1 00:00:00,356,1000/1/1 00:00:00,3999/12/31 00:00:00
1948/1/1 00:00:00,2110,1948/1/1 00:00:00,56,1000/1/1 00:00:00,3999/12/31 00:00:00
1948/1/1 00:00:00,2110,1948/1/1 00:00:00,442,1000/1/1 00:00:00,3999/12/31 00:00:00
1948/1/1 00:00:00,2110,1948/1/1 00:00:00,528,1000/1/1 00:00:00,3999/12/31 00:00:00
1948/1/1 00:00:00,2116,1931/1/1 00:00:00,144,1000/1/1 00:00:00,3999/12/31 00:00:00
1957/1/1 00:00:00,2115,1931/1/1 00:00:00,288,1000/1/1 00:00:00,3999/12/31 00:00:00
1957/1/1 00:00:00,2116,1931/1/1 00:00:00,458,1000/1/1 00:00:00,3999/12/31 00:00:00
1958/1/1 00:00:00,2123,1958/1/1 00:00:00,56,1000/1/1 00:00:00,3999/12/31 00:00:00
1958/1/1 00:00:00,2123,1958/1/1 00:00:00,250,1000/1/1 00:00:00,3999/12/31 00:00:00
1958/1/1 00:00:00,2123,1958/1/1 00:00:00,280,1000/1/1 00:00:00,1990/10/2 00:00:00
1958/1/1 00:00:00,2123,1958/1/1 00:00:00,380,1000/1/1 00:00:00,3999/12/31 00:00:00
1958/1/1 00:00:00,2123,1958/1/1 00:00:00,442,1000/1/1 00:00:00,3999/12/31 00:00:00
1958/1/1 00:00:00,2123,1958/1/1 00:00:00,528,1000/1/1 00:00:00,3999/12/31 00:00:00
1960/1/1 00:00:00,2115,1931/1/1 00:00:00,566,1000/1/1 00:00:00,3999/12/31 00:00:00
1961/1/1 00:00:00,2115,1931/1/1 00:00:00,694,1000/1/1 00:00:00,3999/12/31 00:00:00
1961/1/1 00:00:00,2115,1931/1/1 00:00:00,834,1000/1/1 00:00:00,3999/12/31 00:00:00
1961/1/1 00:00:00,2116,1931/1/1 00:00:00,196,1000/1/1 00:00:00,3999/12/31 00:00:00
1962/1/1 00:00:00,2114,1931/1/1 00:00:00,388,1000/1/1 00:00:00,3999/12/31 00:00:00
1962/1/1 00:00:00,2114,1931/1/1 00:00:00,780,1000/1/1 00:00:00,3999/12/31 00:00:00
1962/1/1 00:00:00,2115,1931/1/1 00:00:00,800,1000/1/1 00:00:00,3999/12/31 00:00:00
1963/1/1 00:00:00,2115,1931/1/1 00:00:00,404,1000/1/1 00:00:00,3999/12/31 00:00:00
1964/1/1 00:00:00,2114,1931/1/1 00:00:00,470,1000/1/1 00:00:00,3999/12/31 00:00:00
1964/1/1 00:00:00,2115,1931/1/1 00:00:00,454,1000/1/1 00:00:00,3999/12/31 00:00:00
1964/1/1 00:00:00,2115,1931/1/1 00:00:00,894,1000/1/1 00:00:00,3999/12/31 00:00:00
1965/1/1 00:00:00,2115,1931/1/1 00:00:00,270,1000/1/1 00:00:00,3999/12/31 00:00:00
1965/1/1 00:00:00,2116,1931/1/1 00:00:00,702,1000/1/1 00:00:00,3999/12/31 00:00:00
1966/1/1 00:00:00,2114,1931/1/1 00:00:00,52,1000/1/1 00:00:00,3999/12/31 00:00:00
1966/1/1 00:00:00,2114,1931/1/1 00:00:00,328,1000/1/1 00:00:00,3999/12/31 00:00:00
1966/1/1 00:00:00,2115,1931/1/1 00:00:00,72,1000/1/1 00:00:00,3999/12/31 00:00:00
1966/1/1 00:00:00,2115,1931/1/1 00:00:00,426,1000/1/1 00:00:00,3999/12/31 00:00:00
1967/8/8 00:00:00,2105,1967/8/8 00:00:00,360,1000/1/1 00:00:00,3999/12/31 00:00:00
1967/8/8 00:00:00,2105,1967/8/8 00:00:00,458,1000/1/1 00:00:00,3999/12/31 00:00:00
1967/8/8 00:00:00,2105,1967/8/8 00:00:00,608,1000/1/1 00:00:00,3999/12/31 00:00:00
1967/8/8 00:00:00,2105,1967/8/8 00:00:00,702,1000/1/1 00:00:00,3999/12/31 00:00:00
1967/8/8 00:00:00,2105,1967/8/8 00:00:00,764,1000/1/1 00:00:00,3999/12/31 00:00:00
1968/1/1 00:00:00,2114,1931/1/1 00:00:00,520,1000/1/1 00:00:00,3999/12/31 00:00:00
1968/1/1 00:00:00,2115,1931/1/1 00:00:00,480,1000/1/1 00:00:00,3999/12/31 00:00:00
1968/1/1 00:00:00,2115,1931/1/1 00:00:00,748,1000/1/1 00:00:00,3999/12/31 00:00:00
1970/1/1 00:00:00,2114,1931/1/1 00:00:00,776,1000/1/1 00:00:00,3999/12/31 00:00:00
1970/1/1 00:00:00,2114,1931/1/1 00:00:00,882,1000/1/1 00:00:00,3999/12/31 00:00:00
1972/1/1 00:00:00,2116,1931/1/1 00:00:00,50,1000/1/1 00:00:00,3999/12/31 00:00:00
1973/1/1 00:00:00,2114,1931/1/1 00:00:00,44,1000/1/1 00:00:00,3999/12/31 00:00:00
1973/1/1 00:00:00,2123,1958/1/1 00:00:00,208,1000/1/1 00:00:00,3999/12/31 00:00:00
1973/1/1 00:00:00,2123,1958/1/1 00:00:00,372,1000/1/1 00:00:00,3999/12/31 00:00:00
1973/1/1 00:00:00,2123,1958/1/1 00:00:00,826,1000/1/1 00:00:00,2020/1/31 00:00:00
1974/1/1 00:00:00,2114,1931/1/1 00:00:00,308,1000/1/1 00:00:00,3999/12/31 00:00:00
1975/1/1 00:00:00,2114,1931/1/1 00:00:00,598,1000/1/1 00:00:00,3999/12/31 00:00:00
1976/1/1 00:00:00,2115,1931/1/1 00:00:00,690,1000/1/1 00:00:00,3999/12/31 00:00:00
1978/1/1 00:00:00,2114,1931/1/1 00:00:00,212,1000/1/1 00:00:00,3999/12/31 00:00:00
1978/1/1 00:00:00,2114,1931/1/1 00:00:00,798,1000/1/1 00:00:00,3999/12/31 00:00:00
1978/1/1 00:00:00,2117,1931/1/1 00:00:00,90,1000/1/1 00:00:00,3999/12/31 00:00:00
1979/1/1 00:00:00,2114,1931/1/1 00:00:00,296,1000/1/1 00:00:00,3999/12/31 00:00:00
1979/1/1 00:00:00,2114,1931/1/1 00:00:00,662,1000/1/1 00:00:00,3999/12/31 00:00:00
1979/1/1 00:00:00,2114,1931/1/1 00:00:00,670,1000/1/1 00:00:00,3999/12/31 00:00:00
1980/1/1 00:00:00,2115,1931/1/1 00:00:00,716,1000/1/1 00:00:00,2003/12/6 00:00:00
1980/1/1 00:00:00,2117,1931/1/1 00:00:00,548,1000/1/1 00:00:00,3999/12/31 00:00:00
1981/1/1 00:00:00,2114,1931/1/1 00:00:00,28,1000/1/1 00:00:00,3999/12/31 00:00:00
1981/1/1 00:00:00,2114,1931/1/1 00:00:00,84,1000/1/1 00:00:00,3999/12/31 00:00:00
1981/1/1 00:00:00,2123,1958/1/1 00:00:00,300,1000/1/1 00:00:00,3999/12/31 00:00:00
1982/1/1 00:00:00,2116,1931/1/1 00:00:00,462,1000/1/1 00:00:00,3999/12/31 00:00:00
1983/1/1 00:00:00,2114,1931/1/1 00:00:00,659,1000/1/1 00:00:00,3999/12/31 00:00:00
1984/1/1 00:00:00,2105,1967/8/8 00:00:00,96,1000/1/1 00:00:00,3999/12/31 00:00:00
1984/1/1 00:00:00,2116,1931/1/1 00:00:00,96,1000/1/1 00:00:00,3999/12/31 00:00:00
1986/1/1 00:00:00,2123,1958/1/1 00:00:00,620,1000/1/1 00:00:00,3999/12/31 00:00:00
1986/1/1 00:00:00,2123,1958/1/1 00:00:00,724,1000/1/1 00:00:00,3999/12/31 00:00:00
1989/1/1 00:00:00,2116,1931/1/1 00:00:00,586,1000/1/1 00:00:00,3999/12/31 00:00:00
1989/11/7 00:00:00,2104,1989/11/7 00:00:00,36,1000/1/1 00:00:00,3999/12/31 00:00:00
1989/11/7 00:00:00,2104,1989/11/7 00:00:00,96,1000/1/1 00:00:00,3999/12/31 00:00:00
1989/11/7 00:00:00,2104,1989/11/7 00:00:00,124,1000/1/1 00:00:00,3999/12/31 00:00:00
1989/11/7 00:00:00,2104,1989/11/7 00:00:00,360,1000/1/1 00:00:00,3999/12/31 00:00:00
1989/11/7 00:00:00,2104,1989/11/7 00:00:00,392,1000/1/1 00:00:00,3999/12/31 00:00:00
1989/11/7 00:00:00,2104,1989/11/7 00:00:00,410,1000/1/1 00:00:00,3999/12/31 00:00:00
1989/11/7 00:00:00,2104,1989/11/7 00:00:00,458,1000/1/1 00:00:00,3999/12/31 00:00:00
1989/11/7 00:00:00,2104,1989/11/7 00:00:00,554,1000/1/1 00:00:00,3999/12/31 00:00:00
1989/11/7 00:00:00,2104,1989/11/7 00:00:00,608,1000/1/1 00:00:00,3999/12/31 00:00:00
1989/11/7 00:00:00,2104,1989/11/7 00:00:00,630,1000/1/1 00:00:00,3999/12/31 00:00:00
1989/11/7 00:00:00,2104,1989/11/7 00:00:00,702,1000/1/1 00:00:00,3999/12/31 00:00:00
1989/11/7 00:00:00,2104,1989/11/7 00:00:00,764,1000/1/1 00:00:00,3999/12/31 00:00:00
1989/11/7 00:00:00,2104,1989/11/7 00:00:00,840,1000/1/1 00:00:00,3999/12/31 00:00:00
1990/1/1 00:00:00,2115,1931/1/1 00:00:00,516,1000/1/1 00:00:00,3999/12/31 00:00:00
1990/5/22 00:00:00,2125,1000/1/1 00:00:00,887,1990/5/22 00:00:00,3999/12/31 00:00:00
1990/10/3 00:00:00,2122,1000/1/1 00:00:00,276,1990/10/3 00:00:00,3999/12/31 00:00:00
1990/10/3 00:00:00,2123,1958/1/1 00:00:00,276,1990/10/3 00:00:00,3999/12/31 00:00:00
1990/10/3 00:00:00,2124,1000/1/1 00:00:00,276,1990/10/3 00:00:00,3999/12/31 00:00:00
1991/1/1 00:00:00,2104,1989/11/7 00:00:00,156,1000/1/1 00:00:00,3999/12/31 00:00:00
1991/1/1 00:00:00,2104,1989/11/7 00:00:00,158,1000/1/1 00:00:00,3999/12/31 00:00:00
1991/1/1 00:00:00,2104,1989/11/7 00:00:00,344,1000/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2106,1000/1/1 00:00:00,31,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2106,1000/1/1 00:00:00,51,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2106,1000/1/1 00:00:00,268,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2106,1000/1/1 00:00:00,398,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2106,1000/1/1 00:00:00,417,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2106,1000/1/1 00:00:00,762,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2106,1000/1/1 00:00:00,795,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2106,1000/1/1 00:00:00,860,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2108,1000/1/1 00:00:00,70,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2108,1000/1/1 00:00:00,191,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2108,1000/1/1 00:00:00,705,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2108,1000/1/1 00:00:00,807,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2108,1000/1/1 00:00:00,891,1992/1/1 00:00:00,2006/6/2 00:00:00
1992/1/1 00:00:00,2109,1000/1/1 00:00:00,233,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2109,1000/1/1 00:00:00,428,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2109,1000/1/1 00:00:00,440,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2118,1992/1/1 00:00:00,31,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2118,1992/1/1 00:00:00,51,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2118,1992/1/1 00:00:00,112,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2118,1992/1/1 00:00:00,398,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2118,1992/1/1 00:00:00,417,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2118,1992/1/1 00:00:00,643,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2118,1992/1/1 00:00:00,762,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2118,1992/1/1 00:00:00,795,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2118,1992/1/1 00:00:00,804,1992/1/1 00:00:00,2018/5/19 00:00:00
1992/1/1 00:00:00,2118,1992/1/1 00:00:00,860,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2119,1000/1/1 00:00:00,112,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2119,1000/1/1 00:00:00,233,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2119,1000/1/1 00:00:00,428,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2119,1000/1/1 00:00:00,440,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2119,1000/1/1 00:00:00,498,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2119,1000/1/1 00:00:00,643,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2119,1000/1/1 00:00:00,804,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2122,1000/1/1 00:00:00,70,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2122,1000/1/1 00:00:00,191,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2122,1000/1/1 00:00:00,705,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2122,1000/1/1 00:00:00,807,1992/1/1 00:00:00,3999/12/31 00:00:00
1992/1/1 00:00:00,2122,1000/1/1 00:00:00,891,1992/1/1 00:00:00,2006/6/2 00:00:00
1993/1/1 00:00:00,2104,1989/11/7 00:00:00,484,1000/1/1 00:00:00,3999/12/31 00:00:00
1993/1/1 00:00:00,2104,1989/11/7 00:00:00,598,1000/1/1 00:00:00,3999/12/31 00:00:00
1993/1/1 00:00:00,2119,1000/1/1 00:00:00,203,1993/1/1 00:00:00,3999/12/31 00:00:00
1993/1/1 00:00:00,2119,1000/1/1 00:00:00,703,1993/1/1 00:00:00,3999/12/31 00:00:00
1993/5/24 00:00:00,2100,1000/1/1 00:00:00,231,1993/5/24 00:00:00,3999/12/31 00:00:00
1993/5/24 00:00:00,2100,1000/1/1 00:00:00,232,1993/5/24 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2104,1989/11/7 00:00:00,152,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2118,1992/1/1 00:00:00,268,1992/1/1 00:00:00,2009/8/17 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,40,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,56,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,208,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,246,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,250,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,276,1990/10/3 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,300,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,352,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,372,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,380,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,438,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,442,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,528,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,578,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,620,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,724,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,752,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2121,1994/1/1 00:00:00,826,1000/1/1 00:00:00,2020/1/31 00:00:00
1994/1/1 00:00:00,2126,1994/1/1 00:00:00,124,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2126,1994/1/1 00:00:00,484,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2126,1994/1/1 00:00:00,630,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/1/1 00:00:00,2126,1994/1/1 00:00:00,840,1000/1/1 00:00:00,3999/12/31 00:00:00
1994/4/15 00:00:00,2118,1992/1/1 00:00:00,498,1992/1/1 00:00:00,3999/12/31 00:00:00
1994/6/1 00:00:00,2115,1931/1/1 00:00:00,710,1000/1/1 00:00:00,3999/12/31 00:00:00
1995/1/1 00:00:00,2123,1958/1/1 00:00:00,40,1000/1/1 00:00:00,3999/12/31 00:00:00
1995/1/1 00:00:00,2123,1958/1/1 00:00:00,246,1000/1/1 00:00:00,3999/12/31 00:00:00
1995/1/1 00:00:00,2123,1958/1/1 00:00:00,752,1000/1/1 00:00:00,3999/12/31 00:00:00
1995/7/28 00:00:00,2105,1967/8/8 00:00:00,704,1000/1/1 00:00:00,3999/12/31 00:00:00
1995/11/1 00:00:00,2115,1931/1/1 00:00:00,120,1000/1/1 00:00:00,3999/12/31 00:00:00
1995/11/12 00:00:00,2115,1931/1/1 00:00:00,508,1000/1/1 00:00:00,3999/12/31 00:00:00
1997/1/1 00:00:00,2117,1931/1/1 00:00:00,242,1000/1/1 00:00:00,3999/12/31 00:00:00
1997/7/23 00:00:00,2105,1967/8/8 00:00:00,104,1000/1/1 00:00:00,3999/12/31 00:00:00
1997/7/23 00:00:00,2105,1967/8/8 00:00:00,418,1000/1/1 00:00:00,3999/12/31 00:00:00
1998/1/1 00:00:00,2104,1989/11/7 00:00:00,604,1000/1/1 00:00:00,3999/12/31 00:00:00
1998/1/1 00:00:00,2104,1989/11/7 00:00:00,643,1992/1/1 00:00:00,3999/12/31 00:00:00
1998/1/1 00:00:00,2104,1989/11/7 00:00:00,704,1000/1/1 00:00:00,3999/12/31 00:00:00
1999/4/30 00:00:00,2105,1967/8/8 00:00:00,116,1000/1/1 00:00:00,3999/12/31 00:00:00
1999/12/20 00:00:00,2104,1989/11/7 00:00:00,446,1999/12/20 00:00:00,3999/12/31 00:00:00
1999/12/20 00:00:00,2106,1000/1/1 00:00:00,446,1999/12/20 00:00:00,3999/12/31 00:00:00
2002/5/20 00:00:00,2133,1000/1/1 00:00:00,626,2002/5/20 00:00:00,3999/12/31 00:00:00
2004/1/1 00:00:00,2121,1994/1/1 00:00:00,440,1992/1/1 00:00:00,3999/12/31 00:00:00
2004/4/1 00:00:00,2123,1958/1/1 00:00:00,705,1992/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2121,1994/1/1 00:00:00,196,1000/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2121,1994/1/1 00:00:00,203,1993/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2121,1994/1/1 00:00:00,233,1992/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2121,1994/1/1 00:00:00,348,1000/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2121,1994/1/1 00:00:00,428,1992/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2121,1994/1/1 00:00:00,470,1000/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2121,1994/1/1 00:00:00,616,1000/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2121,1994/1/1 00:00:00,703,1993/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2121,1994/1/1 00:00:00,705,1992/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2123,1958/1/1 00:00:00,196,1000/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2123,1958/1/1 00:00:00,203,1993/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2123,1958/1/1 00:00:00,233,1992/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2123,1958/1/1 00:00:00,348,1000/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2123,1958/1/1 00:00:00,428,1992/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2123,1958/1/1 00:00:00,440,1992/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2123,1958/1/1 00:00:00,470,1000/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2123,1958/1/1 00:00:00,616,1000/1/1 00:00:00,3999/12/31 00:00:00
2004/5/1 00:00:00,2123,1958/1/1 00:00:00,703,1993/1/1 00:00:00,3999/12/31 00:00:00
2006/6/3 00:00:00,2108,1000/1/1 00:00:00,499,2006/6/3 00:00:00,3999/12/31 00:00:00
2006/6/3 00:00:00,2108,1000/1/1 00:00:00,688,2006/6/3 00:00:00,3999/12/31 00:00:00
2006/6/3 00:00:00,2122,1000/1/1 00:00:00,499,2006/6/3 00:00:00,3999/12/31 00:00:00
2006/6/3 00:00:00,2122,1000/1/1 00:00:00,688,2006/6/3 00:00:00,3999/12/31 00:00:00
2007/1/1 00:00:00,2121,1994/1/1 00:00:00,100,1000/1/1 00:00:00,3999/12/31 00:00:00
2007/1/1 00:00:00,2121,1994/1/1 00:00:00,642,1000/1/1 00:00:00,3999/12/31 00:00:00
2007/1/1 00:00:00,2123,1958/1/1 00:00:00,100,1000/1/1 00:00:00,3999/12/31 00:00:00
2007/1/1 00:00:00,2123,1958/1/1 00:00:00,642,1000/1/1 00:00:00,3999/12/31 00:00:00
2011/7/9 00:00:00,2100,1000/1/1 00:00:00,728,2011/7/9 00:00:00,3999/12/31 00:00:00
2011/7/9 00:00:00,2100,1000/1/1 00:00:00,729,2011/7/9 00:00:00,3999/12/31 00:00:00
2013/7/1 00:00:00,2123,1958/1/1 00:00:00,191,1992/1/1 00:00:00,3999/12/31 00:00:00
